f_n0: [0.0, 0.0, 0.0, 0.0]
mu_n_squared: [0.0, 0.0, 0.0, 0.0]
f_n0: [0.0, 0.0, 0.0, 0.0]
mu_n_squared: [0.0, 0.0, 0.0, 0.0]
f_n0: [0.0, 0.0, 0.0, 0.0]
mu_n_squared: [0.0, 0.0, 0.0, 0.0]
f_n0: [0.0, 0.0, 0.0, 0.0]
mu_n_squared: [0.0, 0.0, 0.0, 0.0]
f_n0: [0.0, 0.0, 0.0, 0.0]
mu_n_squared: [0.0, 0.0, 0.0, 0.0]
f_n0: [0.0, 0.0, 0.0, 0.0]
mu_n_squared: [0.0, 0.0, 0.0, 0.0]
f_n0: [0.0, 0.0, 0.0, 0.0]
mu_n_squared: [0.0, 0.0, 0.0, 0.0]
f_n0: [0.0, 0.0, 0.0, 0.0]
mu_n_squared: [0.0, 0.0, 0.0, 0.0]
f_n0: [0.0, 0.0, 0.0, 0.0]
mu_n_squared: [0.0, 0.0, 0.0, 0.0]
f_n0: [0.0, 0.0, 0.0, 0.0]
mu_n_squared: [0.0, 0.0, 0.0, 0.0]
f_n0: [0.0, 0.0, 0.0, 0.0]
mu_n_squared: [0.0, 0.0, 0.0, 0.0]
f_n0: [0.0, 0.0, 0.0, 0.0]
mu_n_squared: [0.0, 0.0, 0.0, 0.0]
f_n0: [0.0, 0.0, 0.0, 0.0]
mu_n_squared: [0.0, 0.0, 0.0, 0.0]
f_n0: [0.0, 0.0, 0.0, 0.0]
mu_n_squared: [0.0, 0.0, 0.0, 0.0]
f_n0: [0.0, 0.0, 0.0, 0.0]
mu_n_squared: [0.0, 0.0, 0.0, 0.0]
f_n0: [0.0, 0.0, 0.0, 0.0]
mu_n_squared: [0.0, 0.0, 0.0, 0.0]
f_n0: [0.0, 0.0, 0.0, 0.0]
mu_n_squared: [0.0, 0.0, 0.0, 0.0]
f_n0: [0.0, 0.0, 0.0, 0.0]
mu_n_squared: [0.0, 0.0, 0.0, 0.0]
f_n0: [0.0, 0.0, 0.0, 0.0]
mu_n_squared: [0.0, 0.0, 0.0, 0.0]
f_n0: [0.0, 0.0, 0.0, 0.0]
mu_n_squared: [0.0, 0.0, 0.0, 0.0]
f_n0: [0.0, 0.0, 0.0, 0.0]
mu_n_squared: [0.0, 0.0, 0.0, 0.0]
f_n0: [0.0, 0.0, 0.0, 0.0]
mu_n_squared: [0.0, 0.0, 0.0, 0.0]
f_n0: [0.0, 0.0, 0.0, 0.0]
mu_n_squared: [0.0, 0.0, 0.0, 0.0]
f_n0: [0.0, 0.0, 0.0, 0.0]
mu_n_squared: [0.0, 0.0, 0.0, 0.0]
f_n0: [0.0, 0.0, 0.0, 0.0]
mu_n_squared: [0.0, 0.0, 0.0, 0.0]
f_n0: [0.0, 0.0, 0.0, 0.0]
mu_n_squared: [0.0, 0.0, 0.0, 0.0]
f_n0: [0.0, 0.0, 0.0, 0.0]
mu_n_squared: [0.0, 0.0, 0.0, 0.0]
f_n0: [0.0, 0.0, 0.0, 0.0]
mu_n_squared: [0.0, 0.0, 0.0, 0.0]
f_n0: [0.0, 0.0, 0.0, 0.0]
mu_n_squared: [0.0, 0.0, 0.0, 0.0]
f_n0: [0.0, 0.0, 0.0, 0.0]
mu_n_squared: [0.0, 0.0, 0.0, 0.0]
f_n0: [0.0, 0.0, 0.0, 0.0]
